Method,Threshold,Accuracy,Precision,Recall,F1,ROC_AUC,AP,LogLoss,Best_params,Best_estimator
LogReg: CV + OOF threshold,0.5344823408836192,0.8748099341104917,0.5843023255813954,0.659016393442623,0.7722489464905529,0.8901265872547863,0.6239636645277276,0.43858808262182697,"{'model__C': np.float64(0.01), 'model__penalty': 'l1'}","Pipeline(steps=[('preprocessor',
                 ColumnTransformer(transformers=[('num', StandardScaler(),
                                                  ['Administrative',
                                                   'Administrative_Duration',
                                                   'Informational',
                                                   'Informational_Duration',
                                                   'ProductRelated',
                                                   'ProductRelated_Duration',
                                                   'BounceRates', 'ExitRates',
                                                   'PageValues', 'SpecialDay',
                                                   'OperatingSystems',
                                                   'Browser', 'Region',
                                                   'TrafficType']),
                                                 ('cat',
                                                  OneHotEncoder(handle_unknown='ignore',
                                                                sparse_output=False),
                                                  ['VisitorType', 'Weekend']),
                                                 ('month', 'passthrough',
                                                  ['Month'])])),
                ('model',
                 LogisticRegression(C=np.float64(0.01), class_weight='balanced',
                                    max_iter=10000, penalty='l1',
                                    random_state=123, solver='saga'))])"
